title,area,contentid,addr,cat,x,y
거제오션호텔,36,2578490,경상남도 거제시 옥포로2길 13,B02,128.6961694066,34.8907680926
거창서핑파크,36,3103316,경상남도 거창군 위천면 거차1길 23-18,B02,127.8363413675,35.7476089724
건축의 선율,,3438584,전북특별자치도 전주시 완산구 최명희길 11-3 (풍남동3가),B02,127.1534612486,35.8162280555
게스트145,5,2664520,광주광역시 동구 구성로194번길 19 (대인동),B02,126.9157104541,35.1519909306
게스트하우스 play at home(플레이앳홈),35,2569003,경상북도 안동시 금곡길 21-8 (금곡동),B02,128.7215095058,36.5672736337
게스트하우스 리좀,36,2600730,경상남도 창원시 마산합포구 동서북14길 24 4층 (동성동),B02,128.5735799046,35.2091496495
게스트하우스 만나,,3102121,대구광역시 중구 명륜로 121-37 (봉산동),B02,128.5968711501,35.8603516593
게스트하우스 몽자,,3101943,서울특별시 용산구 보광로50길 3 (이태원동),B02,126.9952454732,37.5319696746
게스트하우스 소설여행,37,2569871,전북특별자치도 군산시 월명로 516-1 (신흥동),B02,126.7047940872,35.9858398862
게스트하우스강남,1,2607620,"서울특별시 강남구 압구정로34길 33 (신사동,현대맨션) 22-2-2",B02,127.0309007260,37.5261154387
게스트하우스아카펠라,32,3537620,강원특별자치도 강릉시 동부시장3길 7 (옥천동),B02,128.9003689617,37.7585790694
결성향교,34,2570229,충청남도 홍성군 결성면 홍남서로707번길 21-8,B02,126.5432499636,36.5287943496
경기전 연가,37,2609894,전북특별자치도 전주시 완산구 어진길 82-6 (경원동2가),B02,127.1501865087,35.8174361942
경원BIZ모텔,7,1144607,울산광역시 동구 녹수7길 58 (전하동),B02,129.4317771276,35.5151783876
경원재 바이 워커힐,2,2475088,인천광역시 연수구 테크노파크로 200,B02,126.6378263887,37.3923573144
경주 감포한옥펜션,35,2570570,경상북도 경주시 감포읍 감포로10길 40-11,B02,129.5008736523,35.8153264806
경주 교동한옥집,35,2604602,경상북도 경주시 천원안길 21-6 (교동),B02,129.2117818994,35.8289194614
경주 소울메이트,,3049913,경상북도 경주시 태종로685번길 28 (노서동),B02,129.2031545416,35.8407151896
경주 오릉 한옥,35,2662883,경상북도 경주시 국당1길 15-1 (사정동),B02,129.2075018128,35.8255836465
경주 춘추관,35,2663054,경상북도 경주시 대경로 4821-5 (서악동),B02,129.1858343474,35.8227779989
경주 한옥(경주한옥펜션),35,2663296,경상북도 경주시 도초길 124-31,B02,129.1968562111,35.8014083960
경주 황리단길 한옥 독채 풀빌라 무와,,3102068,경상북도 경주시 첨성로49번길 32-2 (사정동),B02,129.2079903635,35.8359852596
경주수호정,35,2446529,경상북도 경주시 포석로1068번길 15-15,B02,129.2110983992,35.8368574416
경주애견펜션 노비오스,35,912647,경상북도 경주시 진티길 37-4,B02,129.3302728568,35.7821186485
경주오릉한옥,35,2706608,경상북도 경주시 국당2길 12-17 (사정동),B02,129.2074990288,35.8258280631
경주읍성한옥,35,2700309,경상북도 경주시 봉황로116번길 14-3 (북부동),B02,129.2115257778,35.8495671257
경주천년한옥펜션,35,2047199,경상북도 경주시 시동로 86-61 (시래동),B02,129.2929124645,35.7741216208
경주한옥,35,2603652,경상북도 경주시 도초길 124-31 (율동),B02,129.1942924649,35.8042969107
경주한옥1번가,35,2531357,경상북도 경주시 천원1길 20 (탑동),B02,129.2131318712,35.8257226259
경주황리단길숙소 한옥스테이 목화,35,3532956,경상북도 경주시 포석로1068번길 15-11 (황남동),B02,129.2111956188,35.8366713533
경주휴원,35,1972448,경상북도 경주시 충효서악길 154,B02,129.1902060635,35.8271220352
경주힐스,,3102224,경상북도 경주시 도초길 104-129 (율동) 경주힐스,B02,129.1939926022,35.8003695699
